id,a,b,product,design_family,canonical_target_heuristic,canonical_target_margin,ot_cost,dd_cost,rc_cost,heuristic_definition_version,target_heuristic,ot_score,dd_score,rc_score,category,notes,digit_total,nonzero_total,complexity_c,split
hds_245,874575377,851825,744985170513025,DD,DD,14.199074074074076,54.199074074074076,40.0,99.47447104,cost_model_v2,DD,0.0,0.0,0.0,quarter_hundred,Generated: 874575377*851825 uses quarter-hundred decomposition,15,15,225,train
hds_246,478982883,610200400,292275546799753200,DD,DD,42.07098765432099,81.07098765432099,39,83.62435034,cost_model_v2,DD,0.0,0.0,0.0,quarter_hundred,Generated: 478982883*610200400 uses quarter-hundred decomposition,18,13,234,train
hds_247,916397669,500610900,458758661835992100,DD,DD,33.34017138,81.07407407407408,39,72.34017138,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 916397669*500610900,18,13,234,test
hds_248,12139749,802550860,9742766000134140,DD,DD,19.11458333333333,72.11458333333333,53,97.80822222,cost_model_v2,DD,0.0,0.0,0.0,zero_factor,Generated: 12139749*802550860 = 12139749*80255086*10,17,14,238,train
hds_249,29979464,624953000,18735755965192000,DD,DD,19.149305555555557,72.14930555555556,53,93.89947072,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 29979464*624953000,17,14,238,train
hds_250,33375495,717727000,23954493899865000,DD,DD,27.125,72.125,45.0,95.6870301,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 33375495*717727000,17,14,238,val
hds_251,46868583,742303400,34790708514082200,DD,DD,19.15277777777777,72.15277777777777,53,95.90869634,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 46868583*742303400,17,14,238,train
hds_252,47248126,250562600,11838613295687600,DD,DD,23.066289479999995,72.11805555555556,45.0,68.06628948,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 47248126*250562600,17,14,238,train
hds_253,62230938,477259100,29700281462035800,DD,DD,18.125,72.125,54.0,90.30056324,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 62230938*477259100,17,14,238,test
hds_254,71869244,384054700,27601720943646800,DD,DD,19.13541666666667,72.13541666666667,53,88.24370912,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 71869244*384054700,17,14,238,train
hds_255,73219725,694629000,50860544357025000,DD,DD,19.12847222222223,72.12847222222223,53,94.4281855,cost_model_v2,DD,0.0,0.0,0.0,quarter_hundred,Generated: 73219725*694629000 uses quarter-hundred decomposition,17,14,238,train
hds_256,75711586,960111300,72691549259521800,DD,DD,19.0625,72.0625,53,99.68799428,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 75711586*960111300,17,14,238,train
hds_257,94590453,130285950,12323807030035350,DD,DD,3.7139099399999935,72.13194444444444,62,65.71390994,cost_model_v2,DD,0.0,0.0,0.0,quarter_hundred,Generated: 94590453*130285950 uses quarter-hundred decomposition,17,14,238,train
hds_258,178125640,46619200,8304074836288000,DD,DD,13.09375,72.09375,59,75.6301288,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 178125640*46619200,17,14,238,test
hds_259,240867546,48276700,11628290257978200,DD,DD,13.152777777777771,72.15277777777777,59,77.21711508,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 240867546*48276700,17,14,238,train
hds_260,476817319,30044810,14325885754064390,DD,DD,23.09375,72.09375,49,90.93545018,cost_model_v2,DD,0.0,0.0,0.0,zero_factor,Generated: 476817319*30044810 = 476817319*3004481*10,17,14,238,train
hds_261,505257374,29399600,14854364692650400,DD,DD,13.149305555555557,72.14930555555556,59,82.51715548,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 505257374*29399600,17,14,238,train
hds_262,570625816,63215900,36072624521674400,DD,DD,13.114583333333329,72.11458333333333,59,92.14819832,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 570625816*63215900,17,14,238,train
hds_263,616670905,48031214,29619452205628670,DD,DD,10.104166666666671,72.10416666666667,62,93.37279382,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 616670905 = 616670900+5,17,14,238,val
hds_264,906271758,95369200,86430412543053600,DD,DD,13.138888888888886,72.13888888888889,59,89.21805116,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 906271758*95369200,17,14,238,test
hds_265,3466875,319106175,1106301220453125,DD,DD,3.1349206349206327,63.13492063492063,60.0,88.312786,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 3466875 = 3466870+5,16,15,240,train
hds_266,3694531,912902475,3372746493864225,DD,DD,7.142857142857146,63.142857142857146,56.0,100.18415888,cost_model_v2,DD,0.0,0.0,0.0,quarter_hundred,Generated: 3694531*912902475 uses quarter-hundred decomposition,16,15,240,train
hds_267,4723455,563587990,2662082509305450,DD,DD,2.7142857142857153,63.214285714285715,60.5,93.1772907,cost_model_v2,DD,0.0,0.0,0.0,zero_factor,Generated: 4723455*563587990 = 4723455*56358799*10,16,15,240,train
hds_268,54870455,81862413,4491827848707915,DD,DD,9.65625,64.15625,54.5,72.3465736,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 54870455 = 54870450+5,16,15,240,train
hds_269,76424758,25110675,1919077260091650,DD,DD,19.14453125,64.14453125,45.0,67.3070866,cost_model_v2,DD,0.0,0.0,0.0,quarter_hundred,Generated: 76424758*25110675 uses quarter-hundred decomposition,16,15,240,train
hds_270,92145165,82611580,7612257670010700,DD,DD,2.109375,64.109375,62,65.5048651,cost_model_v2,DD,0.0,0.0,0.0,zero_factor,Generated: 92145165*82611580 = 92145165*8261158*10,16,15,240,val
hds_271,92632535,73130613,6774274068293955,DD,DD,2.109375,64.109375,62,65.68473704,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 92632535 = 92632530+5,16,15,240,train
hds_272,95919785,21734053,2084725690938605,DD,DD,2.1640625,64.1640625,62,66.64692324,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 95919785 = 95919780+5,16,15,240,test
hds_273,297837221,9259990,2757969688087790,DD,DD,4.1746031746031775,63.17460317460318,59,86.77154462,cost_model_v2,DD,0.0,0.0,0.0,zero_factor,Generated: 297837221*9259990 = 297837221*925999*10,16,15,240,val
hds_274,346481795,7019114,2431995218029630,DD,DD,4.095238095238095,63.095238095238095,59,88.78925362,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 346481795 = 346481790+5,16,15,240,train
hds_275,799931915,4017842,3214000045227430,DD,DD,4.134920634920633,63.13492063492063,59,97.91828146,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 799931915 = 799931910+5,16,15,240,train
hds_276,864559975,3099335,2679560990116625,DD,DD,4.214285714285715,63.214285714285715,59,99.2292128,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 864559975 = 864559970+5,16,15,240,test
hds_277,423355501,356575000,150957987769075000,DD,DD,31.120370370370367,81.12037037037037,50.0,86.40138998,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 423355501*356575000,18,14,252,test
hds_278,489184411,905906100,443155141949807100,DD,DD,32.074074074074076,81.07407407407408,49,90.33443378,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 489184411*905906100,18,14,252,train
hds_279,590940607,160893575,95078546872900025,DD,DD,22.129629629629633,81.12962962962963,59,90.60094064,cost_model_v2,DD,0.0,0.0,0.0,quarter_hundred,Generated: 590940607*160893575 uses quarter-hundred decomposition,18,14,252,train
hds_280,960647506,366980460,352538863649732760,DD,DD,12.151234567901241,81.15123456790124,69,102.87334092,cost_model_v2,DD,0.0,0.0,0.0,zero_factor,Generated: 960647506*366980460 = 960647506*36698046*10,18,14,252,train
hds_281,12608103,739748225,9326821814867175,DD,DD,13.100694444444443,72.10069444444444,59,96.54280244,cost_model_v2,DD,0.0,0.0,0.0,quarter_hundred,Generated: 12608103*739748225 uses quarter-hundred decomposition,17,15,255,train
hds_282,38400615,831999124,31949278041061260,DD,DD,13.111111111111114,72.11111111111111,59,97.87197018,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 38400615 = 38400610+5,17,15,255,val
hds_283,44438495,806087225,35821303117726375,DD,DD,10.159722222222229,72.15972222222223,62,97.2329746,cost_model_v2,DD,0.0,0.0,0.0,quarter_hundred,Generated: 44438495*806087225 uses quarter-hundred decomposition,17,15,255,train
hds_284,47486664,907674330,43102425930135120,DD,DD,10.194444444444443,72.19444444444444,62,99.20375332,cost_model_v2,DD,0.0,0.0,0.0,zero_factor,Generated: 47486664*907674330 = 47486664*90767433*10,17,15,255,train
hds_285,54650988,645432440,35273520533250720,DD,DD,3.1909722222222285,72.19097222222223,69,93.81562904,cost_model_v2,DD,0.0,0.0,0.0,zero_factor,Generated: 54650988*645432440 = 54650988*64543244*10,17,15,255,train
hds_286,83958359,830254120,69706773468189080,DD,DD,10.145833333333329,72.14583333333333,62,96.92591522000001,cost_model_v2,DD,0.0,0.0,0.0,zero_factor,Generated: 83958359*830254120 = 83958359*83025412*10,17,15,255,train
hds_287,88039035,927328921,81641143332431235,DD,DD,13.138888888888886,72.13888888888889,59,98.78579772,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 88039035 = 88039030+5,17,15,255,val
hds_288,94130665,745464310,70171051234066150,DD,DD,3.1423611111111143,72.14236111111111,69,86.0266729,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 94130665 = 94130660+5,17,15,255,train
hds_289,96373607,379679280,36591061716762960,DD,DD,3.180555555555557,72.18055555555556,69,78.66611346,cost_model_v2,DD,0.0,0.0,0.0,zero_factor,Generated: 96373607*379679280 = 96373607*37967928*10,17,15,255,train
hds_290,194327248,45667800,8874497896214400,DD,DD,13.159722222222229,72.15972222222223,59,75.97318896,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 194327248*45667800,17,15,255,val
hds_291,212869734,99613500,21204699247809000,DD,DD,7.26512468,72.12847222222223,59,66.26512468,cost_model_v2,DD,0.0,0.0,0.0,quarter_hundred,Generated: 212869734*99613500 uses quarter-hundred decomposition,17,15,255,train
hds_292,438820285,52672608,23113808854253280,DD,DD,8.666666666666671,72.16666666666667,63.5,89.72295353999999,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 438820285 = 438820280+5,17,15,255,train
hds_293,575235434,50428790,29008426901744860,DD,DD,13.166666666666671,72.16666666666667,59,92.49613288,cost_model_v2,DD,0.0,0.0,0.0,zero_factor,Generated: 575235434*50428790 = 575235434*5042879*10,17,15,255,train
hds_294,799356887,54406810,43490458273200470,DD,DD,13.15625,72.15625,59,96.89900154,cost_model_v2,DD,0.0,0.0,0.0,zero_factor,Generated: 799356887*54406810 = 799356887*5440681*10,17,15,255,train
hds_295,846864378,24568200,20805933411579600,DD,DD,13.166666666666671,72.16666666666667,59,98.44592356,cost_model_v2,DD,0.0,0.0,0.0,quarter_hundred,Generated: 846864378*24568200 uses quarter-hundred decomposition,17,15,255,train
hds_296,865653355,31094043,26916662643464265,DD,DD,13.142361111111114,72.14236111111111,59,98.69118624000001,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 865653355 = 865653350+5,17,15,255,train
hds_297,883504705,49758464,43961837057573120,DD,DD,10.194444444444443,72.19444444444444,62,98.67492482,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 883504705 = 883504700+5,17,15,255,train
hds_298,893034596,41202575,36795324919284700,DD,DD,12.145833333333329,72.14583333333333,60.0,99.03664042,cost_model_v2,DD,0.0,0.0,0.0,quarter_hundred,Generated: 893034596*41202575 uses quarter-hundred decomposition,17,15,255,val
hds_299,911005546,96673875,88070436278310750,DD,DD,10.138888888888886,72.13888888888889,62,89.28663342,cost_model_v2,DD,0.0,0.0,0.0,quarter_hundred,Generated: 911005546*96673875 uses quarter-hundred decomposition,17,15,255,test
hds_300,988649268,11873300,11738529353744400,DD,DD,13.118055555555557,72.11805555555556,59,101.53551936,cost_model_v2,DD,0.0,0.0,0.0,zero_factor,Generated: 988649268*11873300 = 988649268*1187330*10,17,15,255,train
hds_301,4195455,819544364,3438361499665620,DD,DD,12.69047619047619,63.19047619047619,50.5,98.30697818,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 4195455 = 4195450+5,16,16,256,train
hds_302,96639361,22772975,2200765752068975,DD,DD,19.1953125,64.1953125,45.0,66.61175328,cost_model_v2,DD,0.0,0.0,0.0,quarter_hundred,Generated: 96639361*22772975 uses quarter-hundred decomposition,16,16,256,train
hds_303,98711513,38461525,3796595325037325,DD,DD,1.12890625,64.12890625,63.0,66.25653924,cost_model_v2,DD,0.0,0.0,0.0,quarter_hundred,Generated: 98711513*38461525 uses quarter-hundred decomposition,16,16,256,train
hds_304,969766236,1955225,1896111188783100,DD,DD,23.198412698412696,63.198412698412696,40.0,101.35622022,cost_model_v2,DD,0.0,0.0,0.0,quarter_hundred,Generated: 969766236*1955225 uses quarter-hundred decomposition,16,16,256,train
hds_305,272033180,746918370,203186579391516600,DD,DD,12.111111111111114,81.11111111111111,69,92.379031,cost_model_v2,DD,0.0,0.0,0.0,zero_factor,Generated: 272033180*746918370 = 272033180*74691837*10,18,15,270,test
hds_306,352127144,102564700,36115814886216800,DD,DD,19.093836879999998,81.08641975308642,59,78.09383688,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 352127144*102564700,18,15,270,test
hds_307,412913207,943837080,389722795588315560,DD,DD,12.104938271604937,81.10493827160494,69,92.61847746,cost_model_v2,DD,0.0,0.0,0.0,zero_factor,Generated: 412913207*943837080 = 412913207*94383708*10,18,15,270,train
hds_308,620404734,542140375,336346455142535250,DD,DD,12.123456790123456,81.12345679012346,69,85.25090218,cost_model_v2,DD,0.0,0.0,0.0,quarter_hundred,Generated: 620404734*542140375 uses quarter-hundred decomposition,18,15,270,train
hds_309,762834275,376065500,286875653045012500,DD,DD,22.157407407407405,81.1574074074074,59,98.7353755,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 762834275 = 762834270+5,18,15,270,train
hds_310,816890375,116475600,95147796562350000,DD,DD,21.108024691358025,81.10802469135803,60.0,96.0082955,cost_model_v2,DD,0.0,0.0,0.0,hundred_factor,Generated: 816890375*116475600,18,15,270,train
hds_311,938202180,553174110,518989155921559800,DD,DD,12.077160493827165,81.07716049382717,69,91.8275258,cost_model_v2,DD,0.0,0.0,0.0,zero_factor,Generated: 938202180*553174110 = 938202180*55317411*10,18,15,270,val
hds_312,39274485,575168780,22589457622578300,DD,DD,1.6944444444444429,72.19444444444444,70.5,92.7178859,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 39274485 = 39274480+5,17,16,272,val
hds_313,45345662,675417760,30627265453757120,DD,DD,1.1909722222222285,72.19097222222223,71,94.60144196,cost_model_v2,DD,0.0,0.0,0.0,zero_factor,Generated: 45345662*675417760 = 45345662*67541776*10,17,16,272,train
hds_314,45352997,842346360,38202931938040920,DD,DD,1.1909722222222285,72.19097222222223,71,97.93986726,cost_model_v2,DD,0.0,0.0,0.0,zero_factor,Generated: 45352997*842346360 = 45352997*84234636*10,17,16,272,train
hds_315,48919015,353812573,17308162565775595,DD,DD,11.635416666666671,72.13541666666667,60.5,88.09787116,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 48919015 = 48919010+5,17,16,272,train
hds_316,49636133,258734880,12842598915419040,DD,DD,1.1701388888888857,72.17013888888889,71,77.18197494,cost_model_v2,DD,0.0,0.0,0.0,zero_factor,Generated: 49636133*258734880 = 49636133*25873488*10,17,16,272,train
hds_317,81927420,596528875,48872071684252500,DD,DD,3.1770833333333286,72.17708333333333,69,92.2920291,cost_model_v2,DD,0.0,0.0,0.0,quarter_hundred,Generated: 81927420*596528875 uses quarter-hundred decomposition,17,16,272,test
hds_318,82953288,874337620,72529180401094560,DD,DD,1.1840277777777715,72.18402777777777,71,97.82768664,cost_model_v2,DD,0.0,0.0,0.0,zero_factor,Generated: 82953288*874337620 = 82953288*87433762*10,17,16,272,train
hds_319,175103953,83441425,14610923361453025,DD,DD,2.131944444444443,72.13194444444444,70.0,74.83325056,cost_model_v2,DD,0.0,0.0,0.0,quarter_hundred,Generated: 175103953*83441425 uses quarter-hundred decomposition,17,16,272,train
hds_320,205856115,88583799,18235516714080885,DD,DD,1.1631944444444429,72.16319444444444,71,75.34544632,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 205856115 = 205856110+5,17,16,272,train
hds_321,247245685,39997066,9889101981160210,DD,DD,3.211805555555557,72.21180555555556,69,77.25514498,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 247245685 = 247245680+5,17,16,272,train
hds_322,669867663,50315775,33704910611283825,DD,DD,12.184027777777771,72.18402777777777,60.0,94.39103776,cost_model_v2,DD,0.0,0.0,0.0,quarter_hundred,Generated: 669867663*50315775 uses quarter-hundred decomposition,17,16,272,train
hds_323,994111434,38153490,37928820656004660,DD,DD,11.618055555555557,72.11805555555556,60.5,101.11915888,cost_model_v2,DD,0.0,0.0,0.0,zero_factor,Generated: 994111434*38153490 = 994111434*3815349*10,17,16,272,train
hds_324,242250945,512326085,124111478239400325,DD,DD,7.901502800000003,81.13271604938272,70.5,78.4015028,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 242250945 = 242250940+5,18,16,288,train
hds_325,678492111,471133080,319660078011131880,DD,DD,12.083333333333329,81.08333333333333,69,86.14718062,cost_model_v2,DD,0.0,0.0,0.0,zero_factor,Generated: 678492111*471133080 = 678492111*47113308*10,18,16,288,val
hds_326,906474361,628711610,569910954928031210,DD,DD,2.0987654320987588,81.09876543209876,79,101.70371942,cost_model_v2,DD,0.0,0.0,0.0,zero_factor,Generated: 906474361*628711610 = 906474361*62871161*10,18,16,288,val
hds_327,16121756,442665175,7136539941047300,DD,DD,18.12847222222223,72.12847222222223,54.0,90.53086838,cost_model_v2,DD,0.0,0.0,0.0,quarter_hundred,Generated: 16121756*442665175 uses quarter-hundred decomposition,17,17,289,train
hds_328,51671835,896863353,46342575193762755,DD,DD,1.6770833333333286,72.17708333333333,70.5,98.90383036,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 51671835 = 51671830+5,17,17,289,test
hds_329,53229275,934348911,49734715129569525,DD,DD,2.1458333333333286,72.14583333333333,70.0,99.62239272,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 53229275 = 53229270+5,17,17,289,train
hds_330,533942525,768721720,410453216199143000,DD,DD,11.163580246913583,81.16358024691358,70.0,88.0532849,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 533942525 = 533942520+5,18,17,306,test
hds_331,464521385,421842398,195954814970681230,DD,DD,5.772724339999996,81.1604938271605,70.5,76.27272434,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 464521385 = 464521380+5,18,18,324,train
hds_332,844514675,259286616,218971352243089800,DD,DD,11.179012345679013,81.17901234567901,70.0,85.07602582,cost_model_v2,DD,0.0,0.0,0.0,clean_decomp,Generated: 844514675 = 844514670+5,18,18,324,train
hds_333,59,38,2242,OT,OT,0.75,4.25,5,8.2,cost_model_v2,OT,0.0,0.0,0.0,generic,Generated: no special pattern,4,4,16,test
hds_334,66,77,5082,OT,OT,0.75,4.25,5,8.14,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,4,4,16,test
hds_335,68,786,53448,OT,OT,0.75,6.25,7,16.292,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,5,5,25,test
hds_336,678,88,59664,OT,OT,0.75,6.25,7,16.468,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,5,5,25,train
hds_337,686,99,67914,OT,OT,0.75,6.25,7,16.43,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,5,5,25,test
hds_338,997,89,88733,OT,OT,0.75,6.25,7,8.828,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,5,5,25,train
hds_339,14,3857,53998,OT,OT,0.875,8.125,9,24.686,cost_model_v2,OT,0.0,0.0,0.0,generic,Generated: no special pattern,6,6,36,train
hds_340,77,8699,669823,OT,OT,0.75,8.25,9,24.2448,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,6,6,36,test
hds_341,89,6979,621131,OT,OT,0.75,8.25,9,24.5864,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,6,6,36,test
hds_342,96,8879,852384,OT,OT,0.75,8.25,9,24.205,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,6,6,36,val
hds_343,6887,96,661152,OT,OT,0.75,8.25,9,24.6034,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_344,7697,67,515699,OT,OT,0.75,8.25,9,24.4472,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_345,7967,99,788733,OT,OT,0.75,8.25,9,24.3868,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_346,9698,77,746746,OT,OT,0.75,8.25,9,20.045,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_347,66,79699,5260134,OT,OT,0.75,10.25,11,34.4047,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,7,7,49,train
hds_348,78,99699,7776522,OT,OT,0.75,10.25,11,24.00446,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,7,7,49,train
hds_349,79,96786,7646094,OT,OT,0.75,10.25,11,29.0627,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,7,7,49,test
hds_350,79,99876,7890204,OT,OT,0.75,10.25,11,24.0009,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,7,7,49,val
hds_351,776,7886,6119536,OT,OT,1.75,12.25,14,24.2676,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,7,7,49,val
hds_352,796,6976,5552896,OT,OT,1.75,12.25,14,24.4456,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,7,7,49,train
hds_353,878,9868,8664104,OT,OT,1.75,12.25,14,18.8508,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,7,7,49,val
hds_354,879,9986,8777694,OT,OT,1.75,12.25,14,14.827,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,7,7,49,val
hds_355,888,9896,8787648,OT,OT,1.75,12.25,14,18.8432,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,7,7,49,train
hds_356,6779,897,6080763,OT,OT,1.75,12.25,14,24.4648,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,7,7,49,val
hds_357,6888,678,4670064,OT,OT,1.75,12.25,14,24.4868,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,7,7,49,train
hds_358,6996,787,5505852,OT,OT,1.75,12.25,14,24.4434,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,7,7,49,train
hds_359,7778,888,6906864,OT,OT,1.75,12.25,14,24.2668,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,7,7,49,train
hds_360,7987,667,5327329,OT,OT,1.75,12.25,14,24.2692,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,7,7,49,train
hds_361,7988,976,7796288,OT,OT,1.75,12.25,14,24.2072,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,7,7,49,train
hds_362,8766,679,5952114,OT,OT,1.75,12.25,14,24.111,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,7,7,49,train
hds_363,8967,696,6241032,OT,OT,1.75,12.25,14,24.0674,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,7,7,49,test
hds_364,8969,666,5973354,OT,OT,1.75,12.25,14,24.073,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,7,7,49,train
hds_365,37144,56,2080064,OT,OT,0.8000000000000007,10.2,11,33.4176,cost_model_v2,OT,0.0,0.0,0.0,generic,Generated: no special pattern,7,7,49,train
hds_366,68966,79,5448314,OT,OT,0.75,10.25,11,34.6191,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,7,7,49,train
hds_367,88987,67,5962129,OT,OT,0.75,10.25,11,34.21892,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,7,7,49,train
hds_368,61,661404,40345644,OT,OT,0.9166666666666661,12.083333333333334,13,46.67707,cost_model_v2,OT,0.0,0.0,0.0,generic,Generated: no special pattern,8,7,56,train
hds_369,320659,64,20522176,OT,OT,0.8125,12.1875,13,43.4119,cost_model_v2,OT,0.0,0.0,0.0,generic,Generated: no special pattern,8,7,56,train
hds_370,462018,68,31417224,OT,OT,0.8333333333333339,12.166666666666666,13,46.239000000000004,cost_model_v2,OT,0.0,0.0,0.0,generic,Generated: no special pattern,8,7,56,val
hds_371,799,88988,71101412,OT,OT,1.75,15.25,17,34.20426,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,8,8,64,train
hds_372,7667,8788,67377596,OT,OT,2.75,16.25,19,21.709,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,8,8,64,train
hds_373,8988,6896,61981248,OT,OT,2.75,16.25,19,21.8232,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,8,8,64,train
hds_374,9679,6699,64839621,OT,OT,1.4743999999999993,16.25,19,17.7244,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,8,8,64,train
hds_375,54,7404997,399869838,OT,OT,0.7857142857142865,14.214285714285714,15,60.5189898,cost_model_v2,OT,0.0,0.0,0.0,generic,Generated: no special pattern,9,8,72,train
hds_376,71,6018259,427296389,OT,OT,0.9107142857142865,14.089285714285714,15,60.796334,cost_model_v2,OT,0.0,0.0,0.0,generic,Generated: no special pattern,9,8,72,test
hds_377,59,32707506,1929742854,OT,OT,0.8125,16.1875,17,71.5414894,cost_model_v2,OT,0.0,0.0,0.0,generic,Generated: no special pattern,10,8,80,train
hds_378,79,9787889,773243231,OT,OT,0.75,14.25,15,53.0424064,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,9,9,81,train
hds_379,97,8678786,841842242,OT,OT,0.75,14.25,15,60.2642234,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,9,9,81,test
hds_380,76697,7796,597929812,OT,OT,2.75,20.25,23,34.31014,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,9,9,81,train
hds_381,78766,8968,706373488,OT,OT,2.75,20.25,23,34.24532,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,9,9,81,train
hds_382,87779,7777,682657283,OT,OT,2.75,20.25,23,34.08888,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,9,9,81,test
hds_383,7977678,77,614281206,OT,OT,0.75,14.25,15,60.404449,cost_model_v2,OT,0.0,0.0,0.0,carry_heavy,Generated: multiple carries expected,9,9,81,train
