id,a,b,product,target_heuristic,ot_score,dd_score,rc_score,category,notes,digit_total,nonzero_total,complexity_c,split
hds_238,529,510,269790,DD,0.45,1.0,0.1,zero_factor,Generated: 529*510 = 529*51*10,6,5,30,train
hds_239,539,670,361130,DD,0.55,1.0,0.1,zero_factor,Generated: 539*670 = 539*67*10,6,5,30,train
hds_240,553,150,82950,DD,0.45,1.0,0.1,quarter_hundred,Generated: 553*150 uses quarter-hundred decomposition,6,5,30,train
hds_241,555,107,59385,DD,0.45,0.65,0.1,clean_decomp,Generated: 555 = 550+5,6,5,30,train
hds_242,566,840,475440,DD,0.55,1.0,0.1,zero_factor,Generated: 566*840 = 566*84*10,6,5,30,val
hds_243,573,570,326610,DD,0.55,1.0,0.1,zero_factor,Generated: 573*570 = 573*57*10,6,5,30,test
hds_244,575,808,464600,DD,0.55,0.9999999999999999,0.1,clean_decomp,Generated: 575 = 570+5,6,5,30,test
hds_245,633,940,595020,DD,0.55,1.0,0.1,zero_factor,Generated: 633*940 = 633*94*10,6,5,30,train
hds_246,637,940,598780,DD,0.55,1.0,0.1,zero_factor,Generated: 637*940 = 637*94*10,6,5,30,train
hds_247,647,590,381730,DD,0.55,1.0,0.1,zero_factor,Generated: 647*590 = 647*59*10,6,5,30,test
hds_248,648,550,356400,DD,0.55,1.0,0.1,quarter_hundred,Generated: 648*550 uses quarter-hundred decomposition,6,5,30,train
hds_249,662,850,562700,DD,0.55,1.0,0.1,quarter_hundred,Generated: 662*850 uses quarter-hundred decomposition,6,5,30,train
hds_250,675,970,654750,DD,0.55,1.0,0.1,zero_factor,Generated: 675*970 = 675*97*10,6,5,30,val
hds_251,679,650,441350,DD,0.55,1.0,0.1,quarter_hundred,Generated: 679*650 uses quarter-hundred decomposition,6,5,30,train
hds_252,683,350,239050,DD,0.55,1.0,0.1,zero_factor,Generated: 683*350 = 683*35*10,6,5,30,train
hds_253,696,220,153120,DD,0.55,1.0,0.1,zero_factor,Generated: 696*220 = 696*22*10,6,5,30,test
hds_254,697,130,90610,DD,0.45,1.0,0.1,zero_factor,Generated: 697*130 = 697*13*10,6,5,30,train
hds_255,697,540,376380,DD,0.55,1.0,0.1,zero_factor,Generated: 697*540 = 697*54*10,6,5,30,train
hds_256,703,875,615125,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 703*875 uses quarter-hundred decomposition,6,5,30,train
hds_257,724,750,543000,DD,0.55,1.0,0.1,zero_factor,Generated: 724*750 = 724*75*10,6,5,30,train
hds_258,742,750,556500,DD,0.55,1.0,0.1,quarter_hundred,Generated: 742*750 uses quarter-hundred decomposition,6,5,30,test
hds_259,747,630,470610,DD,0.55,1.0,0.1,zero_factor,Generated: 747*630 = 747*63*10,6,5,30,train
hds_260,754,540,407160,DD,0.55,1.0,0.1,zero_factor,Generated: 754*540 = 754*54*10,6,5,30,train
hds_261,761,780,593580,DD,0.45,1.0,0.1,zero_factor,Generated: 761*780 = 761*78*10,6,5,30,train
hds_262,781,950,741950,DD,0.45,1.0,0.1,zero_factor,Generated: 781*950 = 781*95*10,6,5,30,train
hds_263,784,590,462560,DD,0.55,1.0,0.1,zero_factor,Generated: 784*590 = 784*59*10,6,5,30,val
hds_264,795,401,318795,DD,0.45,0.65,0.1,clean_decomp,Generated: 795 = 790+5,6,5,30,test
hds_265,821,750,615750,DD,0.45,1.0,0.1,quarter_hundred,Generated: 821*750 uses quarter-hundred decomposition,6,5,30,train
hds_266,829,950,787550,DD,0.55,1.0,0.1,quarter_hundred,Generated: 829*950 uses quarter-hundred decomposition,6,5,30,train
hds_267,830,175,145250,DD,0.45,1.0,0.1,quarter_hundred,Generated: 830*175 uses quarter-hundred decomposition,6,5,30,train
hds_268,843,940,792420,DD,0.55,1.0,0.1,zero_factor,Generated: 843*940 = 843*94*10,6,5,30,train
hds_269,846,560,473760,DD,0.55,1.0,0.1,zero_factor,Generated: 846*560 = 846*56*10,6,5,30,train
hds_270,855,710,607050,DD,0.45,1.0,0.1,zero_factor,Generated: 855*710 = 855*71*10,6,5,30,val
hds_271,863,770,664510,DD,0.55,1.0,0.1,zero_factor,Generated: 863*770 = 863*77*10,6,5,30,train
hds_272,868,820,711760,DD,0.55,1.0,0.1,zero_factor,Generated: 868*820 = 868*82*10,6,5,30,test
hds_273,891,350,311850,DD,0.45,1.0,0.1,quarter_hundred,Generated: 891*350 uses quarter-hundred decomposition,6,5,30,val
hds_274,895,550,492250,DD,0.55,1.0,0.1,clean_decomp,Generated: 895 = 890+5,6,5,30,train
hds_275,899,530,476470,DD,0.55,1.0,0.1,zero_factor,Generated: 899*530 = 899*53*10,6,5,30,train
hds_276,905,412,372860,DD,0.45,0.65,0.1,clean_decomp,Generated: 905 = 900+5,6,5,30,test
hds_277,910,825,750750,DD,0.45,1.0,0.1,quarter_hundred,Generated: 910*825 uses quarter-hundred decomposition,6,5,30,test
hds_278,926,910,842660,DD,0.45,1.0,0.1,zero_factor,Generated: 926*910 = 926*91*10,6,5,30,train
hds_279,958,450,431100,DD,0.55,1.0,0.1,zero_factor,Generated: 958*450 = 958*45*10,6,5,30,train
hds_280,974,170,165580,DD,0.45,1.0,0.1,zero_factor,Generated: 974*170 = 974*17*10,6,5,30,train
hds_281,974,480,467520,DD,0.55,1.0,0.1,zero_factor,Generated: 974*480 = 974*48*10,6,5,30,train
hds_282,988,130,128440,DD,0.45,1.0,0.1,zero_factor,Generated: 988*130 = 988*13*10,6,5,30,val
hds_283,115,347,39905,DD,0.45,0.65,0.1,clean_decomp,Generated: 115 = 110+5,6,6,36,train
hds_284,115,791,90965,DD,0.45,0.65,0.1,clean_decomp,Generated: 115 = 110+5,6,6,36,train
hds_285,119,325,38675,DD,0.45,0.9999999999999999,0.1,quarter_hundred,Generated: 119*325 uses quarter-hundred decomposition,6,6,36,train
hds_286,122,325,39650,DD,0.45,0.9999999999999999,0.1,quarter_hundred,Generated: 122*325 uses quarter-hundred decomposition,6,6,36,train
hds_287,125,635,79375,DD,0.55,0.9999999999999999,0.1,clean_decomp,Generated: 125 = 120+5,6,6,36,val
hds_288,125,696,87000,DD,0.55,0.9999999999999999,0.1,clean_decomp,Generated: 125 = 120+5,6,6,36,train
hds_289,134,325,43550,DD,0.45,0.9999999999999999,0.1,quarter_hundred,Generated: 134*325 uses quarter-hundred decomposition,6,6,36,train
hds_290,135,225,30375,DD,0.45,0.9999999999999999,0.1,clean_decomp,Generated: 135 = 130+5,6,6,36,val
hds_291,145,121,17545,DD,0.45,0.65,0.1,clean_decomp,Generated: 145 = 140+5,6,6,36,train
hds_292,155,131,20305,DD,0.45,0.65,0.1,clean_decomp,Generated: 155 = 150+5,6,6,36,train
hds_293,155,817,126635,DD,0.45,0.65,0.1,clean_decomp,Generated: 155 = 150+5,6,6,36,train
hds_294,158,425,67150,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 158*425 uses quarter-hundred decomposition,6,6,36,train
hds_295,172,975,167700,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 172*975 uses quarter-hundred decomposition,6,6,36,train
hds_296,175,171,29925,DD,0.45,0.9999999999999999,0.1,clean_decomp,Generated: 175 = 170+5,6,6,36,train
hds_297,175,198,34650,DD,0.45,0.9999999999999999,0.55,clean_decomp,Generated: 175 = 170+5,6,6,36,train
hds_298,175,557,97475,DD,0.55,0.9999999999999999,0.1,clean_decomp,Generated: 175 = 170+5,6,6,36,val
hds_299,194,625,121250,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 194*625 uses quarter-hundred decomposition,6,6,36,test
hds_300,225,191,42975,DD,0.45,0.9999999999999999,0.1,clean_decomp,Generated: 225 = 220+5,6,6,36,train
hds_301,255,134,34170,DD,0.45,0.65,0.35,clean_decomp,Generated: 255 = 250+5,6,6,36,train
hds_302,255,475,121125,DD,0.55,0.9999999999999999,0.35,quarter_hundred,Generated: 255*475 uses quarter-hundred decomposition,6,6,36,train
hds_303,269,475,127775,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 269*475 uses quarter-hundred decomposition,6,6,36,train
hds_304,281,975,273975,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 281*975 uses quarter-hundred decomposition,6,6,36,train
hds_305,376,575,216200,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 376*575 uses quarter-hundred decomposition,6,6,36,test
hds_306,425,895,380375,DD,0.55,0.9999999999999999,0.1,clean_decomp,Generated: 425 = 420+5,6,6,36,test
hds_307,465,212,98580,DD,0.45,0.65,0.1,clean_decomp,Generated: 465 = 460+5,6,6,36,train
hds_308,469,225,105525,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 469*225 uses quarter-hundred decomposition,6,6,36,train
hds_309,492,225,110700,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 492*225 uses quarter-hundred decomposition,6,6,36,train
hds_310,514,775,398350,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 514*775 uses quarter-hundred decomposition,6,6,36,train
hds_311,515,178,91670,DD,0.45,0.65,0.1,clean_decomp,Generated: 515 = 510+5,6,6,36,val
hds_312,523,125,65375,DD,0.45,0.9999999999999999,0.1,quarter_hundred,Generated: 523*125 uses quarter-hundred decomposition,6,6,36,val
hds_313,525,527,276675,DD,0.55,0.9999999999999999,0.1,clean_decomp,Generated: 525 = 520+5,6,6,36,train
hds_314,525,935,490875,DD,0.55,0.9999999999999999,0.1,clean_decomp,Generated: 525 = 520+5,6,6,36,train
hds_315,529,575,304175,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 529*575 uses quarter-hundred decomposition,6,6,36,train
hds_316,545,425,231625,DD,0.55,0.9999999999999999,0.1,clean_decomp,Generated: 545 = 540+5,6,6,36,train
hds_317,565,475,268375,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 565*475 uses quarter-hundred decomposition,6,6,36,test
hds_318,585,131,76635,DD,0.45,0.65,0.1,clean_decomp,Generated: 585 = 580+5,6,6,36,train
hds_319,592,625,370000,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 592*625 uses quarter-hundred decomposition,6,6,36,train
hds_320,655,375,245625,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 655*375 uses quarter-hundred decomposition,6,6,36,train
hds_321,656,125,82000,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 656*125 uses quarter-hundred decomposition,6,6,36,train
hds_322,663,675,447525,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 663*675 uses quarter-hundred decomposition,6,6,36,train
hds_323,735,231,169785,DD,0.45,0.65,0.1,clean_decomp,Generated: 735 = 730+5,6,6,36,train
hds_324,788,375,295500,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 788*375 uses quarter-hundred decomposition,6,6,36,train
hds_325,789,625,493125,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 789*625 uses quarter-hundred decomposition,6,6,36,val
hds_326,835,925,772375,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 835*925 uses quarter-hundred decomposition,6,6,36,val
hds_327,857,425,364225,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 857*425 uses quarter-hundred decomposition,6,6,36,train
hds_328,888,425,377400,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 888*425 uses quarter-hundred decomposition,6,6,36,test
hds_329,933,925,863025,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 933*925 uses quarter-hundred decomposition,6,6,36,train
hds_330,965,125,120625,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 965*125 uses quarter-hundred decomposition,6,6,36,test
hds_331,969,725,702525,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 969*725 uses quarter-hundred decomposition,6,6,36,train
hds_332,978,475,464550,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 978*475 uses quarter-hundred decomposition,6,6,36,train
hds_333,43,67,2881,OT,0.8,0.3,0.1,generic,No special pattern,4,4,16,test
hds_334,44,56,2464,OT,0.8,0.3,0.1,perturb_control,Control: farther from base,4,4,16,test
hds_335,58,76,4408,OT,0.8,0.3,0.1,carry_heavy,"8×6=48, 5×7+4=39",4,4,16,test
hds_336,67,83,5561,OT,0.8,0.3,0.1,carry_heavy,"7×3=21, 6×8+2=50",4,4,16,train
hds_337,72,49,3528,OT,0.7,0.3,0.55,generic,49 near 50 but 72 isn't,4,4,16,test
hds_338,73,59,4307,OT,0.8,0.3,0.1,perturb_control,Control: no zero,4,4,16,train
hds_339,87,96,8352,OT,0.8,0.3,0.35,carry_heavy,Multiple carries expected,4,4,16,train
hds_340,89,47,4183,OT,0.8,0.3,0.35,carry_heavy,"9×7=63, 8×4+6=38",4,4,16,test
hds_341,78,408,31824,OT,0.8,0.3,0.1,generic,Generated: no special pattern,5,4,20,test
hds_342,93,306,28458,OT,0.8,0.3,0.1,generic,Generated: no special pattern,5,4,20,val
hds_343,907,206,186842,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,4,24,train
hds_344,16,947,15152,OT,0.8,0.3,0.1,generic,Generated: no special pattern,5,5,25,train
hds_345,19,161,3059,OT,0.8,0.3,0.1,generic,Generated: no special pattern,5,5,25,train
hds_346,34,674,22916,OT,0.8,0.3,0.1,generic,Generated: no special pattern,5,5,25,train
hds_347,61,142,8662,OT,0.8,0.3,0.1,generic,Generated: no special pattern,5,5,25,train
hds_348,61,512,31232,OT,0.8,0.3,0.1,generic,Generated: no special pattern,5,5,25,train
hds_349,66,997,65802,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,5,5,25,test
hds_350,67,897,60099,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,5,5,25,val
hds_351,68,969,65892,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,5,5,25,val
hds_352,68,977,66436,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,5,5,25,train
hds_353,74,741,54834,OT,0.8,0.3,0.1,generic,Generated: no special pattern,5,5,25,val
hds_354,76,676,51376,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,5,5,25,val
hds_355,76,798,60648,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,5,5,25,train
hds_356,76,889,67564,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,5,5,25,val
hds_357,76,997,75772,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,5,5,25,train
hds_358,77,551,42427,OT,0.8,0.3,0.1,generic,Generated: no special pattern,5,5,25,train
hds_359,77,797,61369,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,5,5,25,train
hds_360,78,979,76362,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,5,5,25,train
hds_361,78,999,77922,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,5,5,25,train
hds_362,87,571,49677,OT,0.8,0.3,0.1,generic,Generated: no special pattern,5,5,25,train
hds_363,87,868,75516,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,5,5,25,test
hds_364,87,987,85869,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,5,5,25,train
hds_365,89,689,61321,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,5,5,25,train
hds_366,89,996,88644,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,5,5,25,train
hds_367,96,698,67008,OT,0.8,0.3,0.35,carry_heavy,Generated: multiple carries expected,5,5,25,train
hds_368,96,869,83424,OT,0.8,0.3,0.35,carry_heavy,Generated: multiple carries expected,5,5,25,train
hds_369,99,899,89001,OT,0.7,0.3,0.55,carry_heavy,Generated: multiple carries expected,5,5,25,train
hds_370,173,61,10553,OT,0.8,0.3,0.1,generic,Generated: no special pattern,5,5,25,val
hds_371,181,31,5611,OT,0.8,0.3,0.1,generic,Generated: no special pattern,5,5,25,train
hds_372,219,82,17958,OT,0.8,0.3,0.1,generic,Generated: no special pattern,5,5,25,train
hds_373,366,38,13908,OT,0.8,0.3,0.1,generic,Generated: no special pattern,5,5,25,train
hds_374,441,17,7497,OT,0.8,0.3,0.1,generic,Generated: no special pattern,5,5,25,train
hds_375,461,19,8759,OT,0.8,0.3,0.1,generic,Generated: no special pattern,5,5,25,train
hds_376,492,41,20172,OT,0.8,0.3,0.1,generic,Generated: no special pattern,5,5,25,test
hds_377,528,66,34848,OT,0.8,0.3,0.1,generic,Generated: no special pattern,5,5,25,train
hds_378,597,79,47163,OT,0.8,0.3,0.1,generic,Generated: no special pattern,5,5,25,train
hds_379,668,69,46092,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,5,5,25,test
hds_380,677,76,51452,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,5,5,25,train
hds_381,688,69,47472,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,5,5,25,train
hds_382,698,68,47464,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,5,5,25,test
hds_383,698,87,60726,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,5,5,25,train
hds_384,712,76,54112,OT,0.8,0.3,0.1,generic,Generated: no special pattern,5,5,25,train
hds_385,776,97,75272,OT,0.8,0.3,0.35,carry_heavy,Generated: multiple carries expected,5,5,25,train
hds_386,786,87,68382,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,5,5,25,val
hds_387,787,96,75552,OT,0.8,0.3,0.35,carry_heavy,Generated: multiple carries expected,5,5,25,val
hds_388,798,67,53466,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,5,5,25,test
hds_389,867,69,59823,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,5,5,25,train
hds_390,889,89,79121,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,5,5,25,train
hds_391,899,78,70122,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,5,5,25,train
hds_392,928,94,87232,OT,0.8,0.3,0.1,generic,Generated: no special pattern,5,5,25,train
hds_393,977,98,95746,OT,0.7,0.3,0.55,carry_heavy,Generated: multiple carries expected,5,5,25,train
hds_394,998,76,75848,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,5,5,25,val
hds_395,999,86,85914,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,5,5,25,train
hds_396,138,108,14904,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,5,30,train
hds_397,232,802,186064,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,5,30,train
hds_398,264,904,238656,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,5,30,train
hds_399,353,903,318759,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,5,30,test
hds_400,404,661,267044,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,5,30,train
hds_401,494,702,346788,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,5,30,train
hds_402,504,894,450576,OT,0.8,0.3,0.35,generic,Generated: no special pattern,6,5,30,test
hds_403,564,704,397056,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,5,30,train
hds_404,607,167,101369,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,5,30,test
hds_405,609,224,136416,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,5,30,val
hds_406,801,656,525456,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,5,30,train
hds_407,802,821,658442,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,5,30,train
hds_408,902,129,116358,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,5,30,train
hds_409,907,416,377312,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,5,30,train
hds_410,111,262,29082,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,val
hds_411,112,859,96208,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_412,137,111,15207,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_413,143,683,97669,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_414,148,331,48988,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_415,166,427,70882,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_416,167,717,119739,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_417,171,262,44802,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_418,177,587,103899,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_419,178,747,132966,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_420,187,659,123233,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_421,196,182,35672,OT,0.8,0.3,0.35,generic,Generated: no special pattern,6,6,36,test
hds_422,214,623,133322,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,val
hds_423,232,654,151728,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,test
hds_424,238,571,135898,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,val
hds_425,242,743,179806,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_426,254,222,56388,OT,0.8,0.3,0.35,generic,Generated: no special pattern,6,6,36,train
hds_427,268,868,232624,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_428,274,423,115902,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_429,276,912,251712,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_430,288,387,111456,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_431,311,854,265594,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_432,314,196,61544,OT,0.8,0.3,0.35,generic,Generated: no special pattern,6,6,36,test
hds_433,314,662,207868,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,val
hds_434,329,827,272083,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_435,334,638,213092,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,test
hds_436,334,931,310954,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,test
hds_437,336,423,142128,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_438,338,417,140946,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,test
hds_439,339,888,301032,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_440,351,283,99333,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_441,364,672,244608,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_442,376,258,97008,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,val
hds_443,452,936,423072,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,test
hds_444,463,231,106953,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,val
hds_445,469,446,209174,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_446,522,262,136764,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_447,531,276,146556,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_448,536,457,244952,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_449,554,186,103044,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_450,557,654,364278,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_451,561,414,232254,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_452,566,951,538266,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_453,568,743,422024,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_454,569,193,109817,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_455,581,973,565313,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_456,611,151,92261,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,val
hds_457,622,379,235738,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_458,633,544,344352,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_459,646,353,228038,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,test
hds_460,647,976,631472,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,val
hds_461,651,818,532518,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,val
hds_462,651,884,575484,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_463,656,728,477568,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,test
hds_464,661,354,233994,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_465,667,888,592296,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_466,668,797,532396,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_467,668,869,580492,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_468,668,886,591848,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_469,668,997,665996,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_470,669,777,519813,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_471,673,599,403127,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_472,676,888,600288,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,val
hds_473,677,131,88687,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,val
hds_474,677,779,527383,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_475,677,986,667522,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_476,678,448,303744,OT,0.8,0.3,0.1,generic,Generated: no special pattern,6,6,36,train
hds_477,678,686,465108,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_478,678,966,654948,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_479,678,987,669186,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_480,686,679,465794,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_481,686,786,539196,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_482,686,788,540568,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,val
hds_483,686,866,594076,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,test
hds_484,686,879,602994,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_485,686,887,608482,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_486,686,977,670222,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_487,687,666,457542,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_488,687,688,472656,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_489,687,698,479526,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
hds_490,687,798,548226,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,6,6,36,train
