id,a,b,product,target_heuristic,ot_score,dd_score,rc_score,category,notes,split
hds_216,55271,923190,51025634490,DD,0.45,1.0,0.1,zero_factor,Generated: 55271*923190 = 55271*92319*10,train
hds_217,235624,117800,27756507200,DD,0.45,1.0,0.1,quarter_hundred,Generated: 235624*117800 uses quarter-hundred decomposition,train
hds_218,711707,148225,105492770075,DD,0.45,0.9999999999999999,0.1,quarter_hundred,Generated: 711707*148225 uses quarter-hundred decomposition,train
hds_219,379686,753650,286150353900,DD,0.55,1.0,0.1,zero_factor,Generated: 379686*753650 = 379686*75365*10,val
hds_220,433892,21600,9372067200,DD,0.45,1.0,0.1,hundred_factor,Generated: 433892*21600,test
hds_221,189020,80590,15233121800,DD,0.45,1.0,0.1,zero_factor,Generated: 189020*80590 = 189020*8059*10,val
hds_222,562627,92200,51874209400,DD,0.45,1.0,0.1,zero_factor,Generated: 562627*92200 = 562627*9220*10,train
hds_223,447120,14300,6393816000,DD,0.45,1.0,0.1,hundred_factor,Generated: 447120*14300,train
hds_224,689055,98240,67692763200,DD,0.55,1.0,0.1,zero_factor,Generated: 689055*98240 = 689055*9824*10,train
hds_225,392401,85600,33589525600,DD,0.45,1.0,0.1,hundred_factor,Generated: 392401*85600,train
hds_226,214946,912250,196084488500,DD,0.45,1.0,0.1,quarter_hundred,Generated: 214946*912250 uses quarter-hundred decomposition,val
hds_227,75676,517500,39162330000,DD,0.55,1.0,0.1,hundred_factor,Generated: 75676*517500,train
hds_228,97615,141096,13773086040,DD,0.45,0.65,0.1,clean_decomp,Generated: 97615 = 97610+5,train
hds_229,885444,928300,821957665200,DD,0.55,1.0,0.1,hundred_factor,Generated: 885444*928300,train
hds_230,74671,822240,61397483040,DD,0.55,1.0,0.1,zero_factor,Generated: 74671*822240 = 74671*82224*10,train
hds_231,120087,773810,92924521470,DD,0.45,1.0,0.1,zero_factor,Generated: 120087*773810 = 120087*77381*10,val
hds_232,35820,663320,23760122400,DD,0.45,1.0,0.1,zero_factor,Generated: 35820*663320 = 35820*66332*10,train
hds_233,12415,295916,3673797140,DD,0.45,0.65,0.1,clean_decomp,Generated: 12415 = 12410+5,train
hds_234,11409,534960,6103358640,DD,0.45,1.0,0.1,zero_factor,Generated: 11409*534960 = 11409*53496*10,train
hds_235,128527,13890,1785240030,DD,0.45,1.0,0.1,zero_factor,Generated: 128527*13890 = 128527*1389*10,train
hds_236,57104,397420,22694271680,DD,0.45,1.0,0.1,zero_factor,Generated: 57104*397420 = 57104*39742*10,train
hds_237,968531,581100,562813364100,DD,0.45,1.0,0.1,quarter_hundred,Generated: 968531*581100 uses quarter-hundred decomposition,train
hds_238,255350,916750,234092112500,DD,0.55,1.0,0.1,quarter_hundred,Generated: 255350*916750 uses quarter-hundred decomposition,train
hds_239,86954,951600,82745426400,DD,0.55,1.0,0.1,hundred_factor,Generated: 86954*951600,train
hds_240,90048,379260,34151604480,DD,0.45,1.0,0.1,zero_factor,Generated: 90048*379260 = 90048*37926*10,train
hds_241,53621,697700,37411371700,DD,0.55,1.0,0.1,hundred_factor,Generated: 53621*697700,train
hds_242,656601,405100,265989065100,DD,0.45,1.0,0.1,hundred_factor,Generated: 656601*405100,val
hds_243,257622,74100,19089790200,DD,0.45,1.0,0.1,quarter_hundred,Generated: 257622*74100 uses quarter-hundred decomposition,test
hds_244,435541,392660,171019529060,DD,0.55,1.0,0.1,zero_factor,Generated: 435541*392660 = 435541*39266*10,test
hds_245,336065,538350,180920592750,DD,0.55,1.0,0.1,quarter_hundred,Generated: 336065*538350 uses quarter-hundred decomposition,train
hds_246,52642,360720,18989022240,DD,0.55,1.0,0.1,zero_factor,Generated: 52642*360720 = 52642*36072*10,train
hds_247,839093,780650,655037950450,DD,0.55,1.0,0.1,quarter_hundred,Generated: 839093*780650 uses quarter-hundred decomposition,test
hds_248,946920,561580,531771333600,DD,0.55,1.0,0.1,zero_factor,Generated: 946920*561580 = 946920*56158*10,train
hds_249,295334,375600,110927450400,DD,0.55,1.0,0.1,hundred_factor,Generated: 295334*375600,train
hds_250,3169975,90550,287041236250,DD,0.55,1.0,0.1,zero_factor,Generated: 3169975*90550 = 3169975*9055*10,val
hds_251,7660588,14000,107248232000,DD,0.45,1.0,0.1,hundred_factor,Generated: 7660588*14000,train
hds_252,4622430,750300,3468209229000,DD,0.45,1.0,0.1,hundred_factor,Generated: 4622430*750300,train
hds_253,7162774,5083250,36410170935500,DD,0.55,1.0,0.1,zero_factor,Generated: 7162774*5083250 = 7162774*508325*10,test
hds_254,75008,2686900,201538995200,DD,0.45,1.0,0.1,hundred_factor,Generated: 75008*2686900,train
hds_255,688262,9138400,6289613460800,DD,0.45,1.0,0.1,hundred_factor,Generated: 688262*9138400,train
hds_256,45344,5062350,229547198400,DD,0.55,1.0,0.1,quarter_hundred,Generated: 45344*5062350 uses quarter-hundred decomposition,train
hds_257,38708,2094800,81085518400,DD,0.45,1.0,0.1,zero_factor,Generated: 38708*2094800 = 38708*209480*10,train
hds_258,1207859,8625000,10417783875000,DD,0.45,1.0,0.1,hundred_factor,Generated: 1207859*8625000,test
hds_259,1975926,142150,280877880900,DD,0.45,1.0,0.1,zero_factor,Generated: 1975926*142150 = 1975926*14215*10,train
hds_260,55688,5156900,287177447200,DD,0.55,1.0,0.1,hundred_factor,Generated: 55688*5156900,train
hds_261,5832820,39740,231796266800,DD,0.55,1.0,0.1,zero_factor,Generated: 5832820*39740 = 5832820*3974*10,train
hds_262,4503175,48854,219998111450,DD,0.55,0.9999999999999999,0.1,clean_decomp,Generated: 4503175 = 4503170+5,train
hds_263,8171516,44300,361998158800,DD,0.45,1.0,0.1,hundred_factor,Generated: 8171516*44300,val
hds_264,3522076,474950,1672809996200,DD,0.55,1.0,0.1,zero_factor,Generated: 3522076*474950 = 3522076*47495*10,test
hds_265,3798746,2655925,10089184470050,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 3798746*2655925 uses quarter-hundred decomposition,train
hds_266,313878,6799200,2134119297600,DD,0.55,1.0,0.1,quarter_hundred,Generated: 313878*6799200 uses quarter-hundred decomposition,train
hds_267,7213826,6763725,48792335261850,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 7213826*6763725 uses quarter-hundred decomposition,train
hds_268,5630870,95090,535439428300,DD,0.45,1.0,0.1,zero_factor,Generated: 5630870*95090 = 5630870*9509*10,train
hds_269,6350275,610148,3874607590700,DD,0.45,0.9999999999999999,0.1,clean_decomp,Generated: 6350275 = 6350270+5,train
hds_270,683200,4283320,2926364224000,DD,0.45,1.0,0.1,zero_factor,Generated: 683200*4283320 = 683200*428332*10,val
hds_271,2157721,5865900,12656975613900,DD,0.55,1.0,0.1,hundred_factor,Generated: 2157721*5865900,train
hds_272,3945469,78200,308535675800,DD,0.55,1.0,0.1,hundred_factor,Generated: 3945469*78200,test
hds_273,1854922,152450,282782858900,DD,0.45,1.0,0.1,quarter_hundred,Generated: 1854922*152450 uses quarter-hundred decomposition,val
hds_274,3180090,688340,2188983150600,DD,0.45,1.0,0.1,zero_factor,Generated: 3180090*688340 = 3180090*68834*10,train
hds_275,7030975,4050763,28480813383925,DD,0.45,0.9999999999999999,0.1,clean_decomp,Generated: 7030975 = 7030970+5,train
hds_276,9415363,3254150,30639003506450,DD,0.55,1.0,0.1,quarter_hundred,Generated: 9415363*3254150 uses quarter-hundred decomposition,test
hds_277,1426065,13981,19937814765,DD,0.45,0.65,0.1,clean_decomp,Generated: 1426065 = 1426060+5,test
hds_278,94149,8715800,820583854200,DD,0.45,1.0,0.1,hundred_factor,Generated: 94149*8715800,train
hds_279,2165074,791725,1714143212650,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 2165074*791725 uses quarter-hundred decomposition,train
hds_280,1940675,984932,1911432909100,DD,0.55,0.9999999999999999,0.1,clean_decomp,Generated: 1940675 = 1940670+5,train
hds_281,7186555,6841250,49165019393750,DD,0.55,1.0,0.1,clean_decomp,Generated: 7186555 = 7186550+5,train
hds_282,8220289,92900,763664848100,DD,0.45,1.0,0.1,hundred_factor,Generated: 8220289*92900,val
hds_283,73113,9580590,700465676670,DD,0.45,1.0,0.1,zero_factor,Generated: 73113*9580590 = 73113*958059*10,train
hds_284,2834706,55525,157397050650,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 2834706*55525 uses quarter-hundred decomposition,train
hds_285,1290915,1034300,1335193384500,DD,0.45,1.0,0.1,quarter_hundred,Generated: 1290915*1034300 uses quarter-hundred decomposition,train
hds_286,4978761,6012000,29932311132000,DD,0.45,1.0,0.1,hundred_factor,Generated: 4978761*6012000,train
hds_287,64249,1242475,79827776275,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 64249*1242475 uses quarter-hundred decomposition,val
hds_288,133231,6884240,917194179440,DD,0.45,1.0,0.1,zero_factor,Generated: 133231*6884240 = 133231*688424*10,train
hds_289,8354598,2159950,18045513950100,DD,0.55,1.0,0.1,quarter_hundred,Generated: 8354598*2159950 uses quarter-hundred decomposition,train
hds_290,315571,5697880,1798085689480,DD,0.55,1.0,0.1,zero_factor,Generated: 315571*5697880 = 315571*569788*10,val
hds_291,40575,2030270,82378205250,DD,0.45,1.0,0.1,clean_decomp,Generated: 40575 = 40570+5,train
hds_292,130187,9929850,1292737381950,DD,0.45,1.0,0.1,quarter_hundred,Generated: 130187*9929850 uses quarter-hundred decomposition,train
hds_293,3052054,48600,148329824400,DD,0.45,1.0,0.1,hundred_factor,Generated: 3052054*48600,train
hds_294,6305902,87950,554604080900,DD,0.55,1.0,0.1,quarter_hundred,Generated: 6305902*87950 uses quarter-hundred decomposition,train
hds_295,8790271,77870,684498402770,DD,0.55,1.0,0.1,zero_factor,Generated: 8790271*77870 = 8790271*7787*10,train
hds_296,8167404,54380,444143429520,DD,0.55,1.0,0.1,zero_factor,Generated: 8167404*54380 = 8167404*5438*10,train
hds_297,6074507,7373750,44791895991250,DD,0.55,1.0,0.1,zero_factor,Generated: 6074507*7373750 = 6074507*737375*10,train
hds_298,577763,3563800,2059031779400,DD,0.55,1.0,0.1,hundred_factor,Generated: 577763*3563800,val
hds_299,7934767,8593500,68187420214500,DD,0.55,1.0,0.1,hundred_factor,Generated: 7934767*8593500,test
hds_300,72144822,28650,2066949150300,DD,0.55,1.0,0.1,quarter_hundred,Generated: 72144822*28650 uses quarter-hundred decomposition,train
hds_301,34854516,13770960,479980145655360,DD,0.55,1.0,0.1,zero_factor,Generated: 34854516*13770960 = 34854516*1377096*10,train
hds_302,79335422,1790500,142050073091000,DD,0.45,1.0,0.1,hundred_factor,Generated: 79335422*1790500,train
hds_303,582083,17189960,10005983486680,DD,0.55,1.0,0.1,zero_factor,Generated: 582083*17189960 = 582083*1718996*10,train
hds_304,9151315,57079166,522349428003290,DD,0.45,0.65,0.1,clean_decomp,Generated: 9151315 = 9151310+5,train
hds_305,41476473,858200,35595109128600,DD,0.55,1.0,0.1,hundred_factor,Generated: 41476473*858200,test
hds_306,99671285,611950,60993842855750,DD,0.45,1.0,0.1,zero_factor,Generated: 99671285*611950 = 99671285*61195*10,test
hds_307,4149975,84051500,348811623712500,DD,0.45,1.0,0.1,hundred_factor,Generated: 4149975*84051500,train
hds_308,1638041,20758410,34003126674810,DD,0.45,1.0,0.1,zero_factor,Generated: 1638041*20758410 = 1638041*2075841*10,train
hds_309,18228933,9055190,165066451812270,DD,0.55,1.0,0.1,zero_factor,Generated: 18228933*9055190 = 18228933*905519*10,train
hds_310,13720511,81470,1117810031170,DD,0.45,1.0,0.1,zero_factor,Generated: 13720511*81470 = 13720511*8147*10,train
hds_311,585000,72055090,42152227650000,DD,0.45,1.0,0.1,zero_factor,Generated: 585000*72055090 = 585000*7205509*10,val
hds_312,561115,61447792,34479277808080,DD,0.45,0.65,0.1,clean_decomp,Generated: 561115 = 561110+5,val
hds_313,89377483,53920,4819233883360,DD,0.55,1.0,0.1,zero_factor,Generated: 89377483*53920 = 89377483*5392*10,train
hds_314,27562501,304480,8392230304480,DD,0.45,1.0,0.1,zero_factor,Generated: 27562501*304480 = 27562501*30448*10,train
hds_315,82752135,9691240,801970800797400,DD,0.55,1.0,0.1,clean_decomp,Generated: 82752135 = 82752130+5,train
hds_316,50025558,23890,1195110580620,DD,0.55,1.0,0.1,zero_factor,Generated: 50025558*23890 = 50025558*2389*10,train
hds_317,62999,55056725,3468518618275,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 62999*55056725 uses quarter-hundred decomposition,test
hds_318,45345662,81927220,3715044026719640,DD,0.55,1.0,0.1,zero_factor,Generated: 45345662*81927220 = 45345662*8192722*10,train
hds_319,221719,73608325,16320364210675,DD,0.45,0.9999999999999999,0.1,quarter_hundred,Generated: 221719*73608325 uses quarter-hundred decomposition,train
hds_320,26624954,78220,2082603901880,DD,0.55,1.0,0.1,zero_factor,Generated: 26624954*78220 = 26624954*7822*10,train
hds_321,62230938,33578600,2089627774726800,DD,0.55,1.0,0.1,hundred_factor,Generated: 62230938*33578600,train
hds_322,105100,85952175,9033573592500,DD,0.45,1.0,0.1,quarter_hundred,Generated: 105100*85952175 uses quarter-hundred decomposition,train
hds_323,748366,63324375,47389809221250,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 748366*63324375 uses quarter-hundred decomposition,train
hds_324,75711586,63756900,4827136017443400,DD,0.55,1.0,0.1,hundred_factor,Generated: 75711586*63756900,train
hds_325,2479873,48817250,121060580209250,DD,0.55,1.0,0.1,zero_factor,Generated: 2479873*48817250 = 2479873*4881725*10,val
hds_326,76343297,1857720,141824469702840,DD,0.55,1.0,0.1,zero_factor,Generated: 76343297*1857720 = 76343297*185772*10,val
hds_327,4050165,17060557,69098070841905,DD,0.45,0.65,0.1,clean_decomp,Generated: 4050165 = 4050160+5,train
hds_328,52735267,1300000,68555847100000,DD,0.45,1.0,0.1,hundred_factor,Generated: 52735267*1300000,test
hds_329,863967,70661700,61049376963900,DD,0.55,1.0,0.1,zero_factor,Generated: 863967*70661700 = 863967*7066170*10,train
hds_330,81862413,9331300,763882734426900,DD,0.45,1.0,0.1,hundred_factor,Generated: 81862413*9331300,test
hds_331,55250229,19686600,1087689158231400,DD,0.55,1.0,0.1,hundred_factor,Generated: 55250229*19686600,train
hds_332,47486664,44497600,2113042580006400,DD,0.55,1.0,0.1,zero_factor,Generated: 47486664*44497600 = 47486664*4449760*10,train
hds_333,647621,75381000,48818318601000,DD,0.45,1.0,0.1,hundred_factor,Generated: 647621*75381000,train
hds_334,53229275,98726469,5255138368179975,DD,0.55,0.9999999999999999,0.1,clean_decomp,Generated: 53229275 = 53229270+5,train
hds_335,11360771,49950,567470511450,DD,0.45,1.0,0.1,quarter_hundred,Generated: 11360771*49950 uses quarter-hundred decomposition,train
hds_336,46318679,24375,1129017800625,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 46318679*24375 uses quarter-hundred decomposition,train
hds_337,93785,35847100,3361920273500,DD,0.55,1.0,0.1,zero_factor,Generated: 93785*35847100 = 93785*3584710*10,val
hds_338,532925,40454365,21559142467625,DD,0.55,0.9999999999999999,0.1,clean_decomp,Generated: 532925 = 532920+5,val
hds_339,4723455,67948490,320951634832950,DD,0.55,1.0,0.1,zero_factor,Generated: 4723455*67948490 = 4723455*6794849*10,test
hds_340,287217,90537300,26003851694100,DD,0.45,1.0,0.1,hundred_factor,Generated: 287217*90537300,train
hds_341,71869244,81353100,5846785794056400,DD,0.45,1.0,0.1,hundred_factor,Generated: 71869244*81353100,train
hds_342,796668,57364850,45700740319800,DD,0.55,1.0,0.1,zero_factor,Generated: 796668*57364850 = 796668*5736485*10,train
hds_343,96858257,534200,51741680889400,DD,0.55,1.0,0.1,zero_factor,Generated: 96858257*534200 = 96858257*53420*10,train
hds_344,86465052,5475180,473411723409360,DD,0.55,1.0,0.1,zero_factor,Generated: 86465052*5475180 = 86465052*547518*10,train
hds_345,563656,63115000,35575148440000,DD,0.45,1.0,0.1,hundred_factor,Generated: 563656*63115000,train
hds_346,20710627,60750,1258170590250,DD,0.45,1.0,0.1,quarter_hundred,Generated: 20710627*60750 uses quarter-hundred decomposition,train
hds_347,1522607,36242300,55182779676100,DD,0.45,1.0,0.1,zero_factor,Generated: 1522607*36242300 = 1522607*3624230*10,train
hds_348,614999,41274290,25383647075710,DD,0.55,1.0,0.1,zero_factor,Generated: 614999*41274290 = 614999*4127429*10,train
hds_349,50176496,99160,4975501343360,DD,0.45,1.0,0.1,zero_factor,Generated: 50176496*99160 = 50176496*9916*10,test
hds_350,97776718,20240680,1979067260488240,DD,0.55,1.0,0.1,zero_factor,Generated: 97776718*20240680 = 97776718*2024068*10,test
hds_351,9044193,2545030,23017742510790,DD,0.45,1.0,0.1,zero_factor,Generated: 9044193*2545030 = 9044193*254503*10,test
hds_352,68074,8695775,591956187350,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 68074*8695775 uses quarter-hundred decomposition,train
hds_353,64939,41166275,2673296732225,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 64939*41166275 uses quarter-hundred decomposition,train
hds_354,79175363,47125,3731138981375,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 79175363*47125 uses quarter-hundred decomposition,train
hds_355,68216425,154359,10529819146575,DD,0.55,0.9999999999999999,0.1,clean_decomp,Generated: 68216425 = 68216420+5,test
hds_356,16555,21703750,359305581250,DD,0.55,1.0,0.1,quarter_hundred,Generated: 16555*21703750 uses quarter-hundred decomposition,train
hds_357,2440001,780800,1905152780800,DD,0.45,1.0,0.1,quarter_hundred,Generated: 2440001*780800 uses quarter-hundred decomposition,train
hds_358,3585444,70197700,251689922278800,DD,0.55,1.0,0.1,hundred_factor,Generated: 3585444*70197700,train
hds_359,2882960,14537270,41910367919200,DD,0.55,1.0,0.1,zero_factor,Generated: 2882960*14537270 = 2882960*1453727*10,train
hds_360,70997098,34725,2465374228050,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 70997098*34725 uses quarter-hundred decomposition,test
hds_361,5636845,91160,513854790200,DD,0.45,1.0,0.1,zero_factor,Generated: 5636845*91160 = 5636845*9116*10,train
hds_362,25669,4615825,118483611925,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 25669*4615825 uses quarter-hundred decomposition,test
hds_363,1942486,230300,447354525800,DD,0.45,1.0,0.1,zero_factor,Generated: 1942486*230300 = 1942486*23030*10,val
hds_364,2180295,8234775,17954238758625,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 2180295*8234775 uses quarter-hundred decomposition,val
hds_365,758383,6325925,4797473979275,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 758383*6325925 uses quarter-hundred decomposition,train
hds_366,44659,91935080,4105728737720,DD,0.55,1.0,0.1,zero_factor,Generated: 44659*91935080 = 44659*9193508*10,train
hds_367,75200116,78090,5872377058440,DD,0.45,1.0,0.1,zero_factor,Generated: 75200116*78090 = 75200116*7809*10,train
hds_368,13442253,5671975,76244122959675,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 13442253*5671975 uses quarter-hundred decomposition,test
hds_369,8594704,43053500,370032088664000,DD,0.55,1.0,0.1,hundred_factor,Generated: 8594704*43053500,test
hds_370,15093205,26408304,398585945974320,DD,0.45,0.65,0.1,clean_decomp,Generated: 15093205 = 15093200+5,val
hds_371,9883504,3626275,35840303467600,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 9883504*3626275 uses quarter-hundred decomposition,val
hds_372,7195344,997030,7173973828320,DD,0.55,1.0,0.1,zero_factor,Generated: 7195344*997030 = 7195344*99703*10,train
hds_373,1552324,674550,1047120154200,DD,0.55,1.0,0.1,quarter_hundred,Generated: 1552324*674550 uses quarter-hundred decomposition,test
hds_374,206980,5126225,1061026050500,DD,0.55,1.0,0.1,quarter_hundred,Generated: 206980*5126225 uses quarter-hundred decomposition,train
hds_375,11805,42454590,501176434950,DD,0.45,1.0,0.1,clean_decomp,Generated: 11805 = 11800+5,val
hds_376,977879,77896875,76173718228125,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 977879*77896875 uses quarter-hundred decomposition,train
hds_377,442618,91296350,40409407844300,DD,0.55,1.0,0.1,zero_factor,Generated: 442618*91296350 = 442618*9129635*10,train
hds_378,861671,9004830,7759200870930,DD,0.45,1.0,0.1,zero_factor,Generated: 861671*9004830 = 861671*900483*10,train
hds_379,3862679,727910,2811682670890,DD,0.55,1.0,0.1,zero_factor,Generated: 3862679*727910 = 3862679*72791*10,test
hds_380,83867948,690825,57938075177100,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 83867948*690825 uses quarter-hundred decomposition,train
hds_381,20893250,47018600,982371364450000,DD,0.45,1.0,0.1,quarter_hundred,Generated: 20893250*47018600 uses quarter-hundred decomposition,train
hds_382,61529,1537740,94615604460,DD,0.55,1.0,0.1,zero_factor,Generated: 61529*1537740 = 61529*153774*10,test
hds_383,21824370,33800860,737682474958200,DD,0.45,1.0,0.1,zero_factor,Generated: 21824370*33800860 = 21824370*3380086*10,train
hds_384,521441,83378500,43476968418500,DD,0.45,1.0,0.1,hundred_factor,Generated: 521441*83378500,train
hds_385,71508242,881200,63013062850400,DD,0.45,1.0,0.1,quarter_hundred,Generated: 71508242*881200 uses quarter-hundred decomposition,train
hds_386,69188835,7290105,504393871977675,DD,0.45,0.65,0.1,clean_decomp,Generated: 69188835 = 69188830+5,train
hds_387,9433881,787350,7427766205350,DD,0.55,1.0,0.1,zero_factor,Generated: 9433881*787350 = 9433881*78735*10,test
hds_388,27846818,392210,10921800487780,DD,0.45,1.0,0.1,zero_factor,Generated: 27846818*392210 = 27846818*39221*10,train
hds_389,5729278,82600,473238362800,DD,0.55,1.0,0.1,hundred_factor,Generated: 5729278*82600,train
hds_390,4571874,7036450,32169762807300,DD,0.55,1.0,0.1,quarter_hundred,Generated: 4571874*7036450 uses quarter-hundred decomposition,train
hds_391,70060732,4423840,309937468650880,DD,0.45,1.0,0.1,zero_factor,Generated: 70060732*4423840 = 70060732*442384*10,test
hds_392,12603058,2966775,37390437397950,DD,0.55,0.9999999999999999,0.1,quarter_hundred,Generated: 12603058*2966775 uses quarter-hundred decomposition,train
hds_393,25081547,402320,10090807989040,DD,0.45,1.0,0.1,zero_factor,Generated: 25081547*402320 = 25081547*40232*10,train
hds_394,64323,58741950,3778458449850,DD,0.55,1.0,0.1,quarter_hundred,Generated: 64323*58741950 uses quarter-hundred decomposition,train
hds_395,1735673,19200,33324921600,DD,0.45,1.0,0.1,hundred_factor,Generated: 1735673*19200,test
hds_396,436380,72785180,31761996848400,DD,0.55,1.0,0.1,zero_factor,Generated: 436380*72785180 = 436380*7278518*10,train
hds_397,55317411,29887900,1653321248226900,DD,0.45,1.0,0.1,zero_factor,Generated: 55317411*29887900 = 55317411*2988790*10,train
hds_398,91923,8347080,767288634840,DD,0.45,1.0,0.1,zero_factor,Generated: 91923*8347080 = 91923*834708*10,val
hds_399,225894,85908600,19406237288400,DD,0.55,1.0,0.1,zero_factor,Generated: 225894*85908600 = 225894*8590860*10,val
hds_400,88699,99998,8869722602,OT,0.7,0.3,0.55,carry_heavy,Generated: multiple carries expected,train
hds_401,74009,88408,6542987672,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_402,82619,54568,4508353592,OT,0.8,0.3,0.1,generic,Generated: no special pattern,test
hds_403,89767,67698,6077046366,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_404,66967,77779,5208626293,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,test
hds_405,93642,25468,2384874456,OT,0.8,0.3,0.1,generic,Generated: no special pattern,val
hds_406,11912,86026,1024741712,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_407,77898,69889,5444213322,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_408,25289,84539,2137906771,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_409,99686,68986,6876938396,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_410,68987,97887,6752930469,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,val
hds_411,767988,68887,52904389356,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_412,99668,876867,87395580156,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_413,350124,582379,203904864996,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_414,68766,776789,53416672374,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_415,999799,766899,766744853301,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_416,676886,776969,525919438534,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_417,97987,676798,66317405626,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_418,578941,52829,30584874089,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_419,869789,87798,76365734622,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_420,787967,97878,77124634026,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_421,786737,945918,744188689566,OT,0.8,0.3,0.1,generic,Generated: no special pattern,test
hds_422,66988,788966,52851254408,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,val
hds_423,876667,99668,87375646556,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,test
hds_424,778979,98967,77093214693,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,val
hds_425,786879,98689,77656301631,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_426,669688,99779,66820798952,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_427,769696,77686,59794603456,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_428,940659,206863,194587542717,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_429,68896,776988,53531365248,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_430,666767,77688,51799794696,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_431,72499,367839,26667959661,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_432,87668,668869,58638407492,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,test
hds_433,596792,24877,14846394584,OT,0.8,0.3,0.1,generic,Generated: no special pattern,val
hds_434,89686,869987,78025654082,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_435,97867,766887,75052930029,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,test
hds_436,789977,797979,630385056483,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,test
hds_437,969797,89686,86977213742,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_438,395469,974251,385286068719,OT,0.8,0.3,0.1,generic,Generated: no special pattern,test
hds_439,867669,899697,780639196293,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_440,22888,736117,16848245896,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_441,33382,821667,27428887794,OT,0.8,0.3,0.1,generic,Generated: no special pattern,train
hds_442,62542,573599,35874028658,OT,0.8,0.3,0.1,generic,Generated: no special pattern,val
hds_443,299838,297754,89277963852,OT,0.8,0.3,0.1,generic,Generated: no special pattern,test
hds_444,87866,7899896,694132261936,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,val
hds_445,6789878,869678,5905007519284,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
hds_446,9699778,898776,8717927671728,OT,0.8,0.3,0.1,carry_heavy,Generated: multiple carries expected,train
